0,0,0,0,0,0,0.020158+8.1e-08i,0.029817-0.0001384i,0.11135+0.00047576i,-0.062656-0.00022642i,0.061719+5.37e-07i,0.0035011+3.3301e-05i,-0.046497+8.6063e-05i,-0.052464+0.0004372i,0.089714+5.71e-07i,0.00061691-3.1e-08i,0.00099499-9.7e-07i,0.0040814-1.441e-06i,-0.0019084-5.15e-07i,0.0020504-5.1e-08i,0.00012694+6.6e-08i,-0.0014187-1.66e-07i,-0.001749+5.52e-07i,0.0032853-1.98e-07i
-50,-50,-46.2,0,0,0,-0.029658+1.0553e-05i,0.27149-0.00138i,0.016087+4.0353e-05i,-0.10949-0.00038147i,0.086548-1.1847e-05i,-0.042071-0.00041004i,-0.063232+0.00012396i,-0.064425+0.00054026i,0.17309-2.8083e-05i,-0.00090412+3.61e-07i,0.0090528-5.891e-06i,0.00059357-9.59e-07i,-0.0033366-3.22e-07i,0.002876-4.21e-07i,-0.0015368+1.38e-07i,-0.0019296-8.2e-08i,-0.0021483+7.88e-07i,0.0063423-1.212e-06i
-25,-50,-46.2,0,0,0,0.019262+5.901e-06i,0.21146-0.0010893i,0.028658+8.7957e-05i,-0.14758-0.00050327i,0.14967-3.9287e-05i,-0.023098-0.0002286i,-0.070664+0.00013969i,-0.072316+0.00061003i,0.19826-3.5532e-05i,0.00058956-8.8e-08i,0.0070514-4.688e-06i,0.001054-1.095e-06i,-0.0044984-1.44e-07i,0.0049764-1.41e-06i,-0.0008441+5.4e-08i,-0.0021566-2.1e-08i,-0.0024116+9.43e-07i,0.0072645-1.488e-06i
0,-50,-46.2,0,0,0,0.095039-1.1211e-05i,0.12293-0.00064364i,0.033427+9.8872e-05i,-0.16637-0.00056344i,0.17247-4.5125e-05i,0.0045537+3.68e-05i,-0.072951+0.00014407i,-0.075207+0.0006377i,0.2069-4.161e-05i,0.0029033-8.27e-07i,0.0040996-2.94e-06i,0.0012285-1.08e-06i,-0.0050719-5e-08i,0.0057353-1.783e-06i,0.00016546-1e-09i,-0.0022264+2.9e-08i,-0.002508+1.048e-06i,0.0075814-1.601e-06i
50,-50,-46.2,0,0,0,0.23694-3.2352e-05i,-0.012262+3.6997e-05i,0.014608+2.592e-05i,-0.090827-0.00031578i,0.11702-2.1417e-05i,0.047775+0.00045193i,-0.060278+0.00011405i,-0.06352+0.00054191i,0.16849-4.0385e-05i,0.0072358-2.121e-06i,-0.00040788-1.83e-07i,0.00053856-8.9e-07i,-0.0027679-3.82e-07i,0.0038905-9.47e-07i,0.0017437-1.67e-07i,-0.0018396-1.01e-07i,-0.002118+8.8e-07i,0.0061734-1.144e-06i
-50,0,-46.2,0,0,0,0.0014207-4.34e-07i,0.10593-0.00054528i,0.033521+0.00012771i,-0.057953-0.00021653i,0.040829+1.1626e-05i,-0.020962-0.00020537i,-0.02983+5.1591e-05i,-0.031391+0.00025793i,0.084524-8.249e-06i,4.4834e-05+1.05e-07i,0.0035327-2.56e-06i,0.0012314-1.069e-06i,-0.0017648-5.34e-07i,0.001355+3.21e-07i,-0.00076593+1.29e-07i,-0.00090976-3.52e-07i,-0.0010461-4e-09i,0.0030957-1.89e-07i
0,0,-46.2,0,0,0,0.047921-9.408e-06i,0.060717-0.00031463i,0.04213+0.00016189i,-0.068192-0.00024491i,0.069099-3.13e-06i,0.0022145+2.0717e-05i,-0.032443+5.7128e-05i,-0.033802+0.00028137i,0.094124-1.2681e-05i,0.0014646-3.35e-07i,0.0020253-1.575e-06i,0.0015464-1.072e-06i,-0.0020773-4.82e-07i,0.0022958-1.99e-07i,8.015e-05+3.8e-08i,-0.00098949-3.4e-07i,-0.0011266+9.1e-08i,0.0034475-3.26e-07i
50,0,-46.2,0,0,0,0.092543-1.9829e-05i,0.011195-6.3259e-05i,0.032534+0.00012201i,-0.043644-0.00016395i,0.060792+2.104e-06i,0.02435+0.00023668i,-0.029466+4.9227e-05i,-0.030517+0.00025448i,0.083131-1.1176e-05i,0.002827-7.38e-07i,0.00037409-5.55e-07i,0.0011946-9.76e-07i,-0.0013287-5.6e-07i,0.0020197-8.9e-08i,0.00088835-2e-09i,-0.00089867-3.73e-07i,-0.0010171+9.5e-08i,0.0030445-1.76e-07i
-50,50,-46.2,0,0,0,0.006605-6.584e-06i,0.05144-0.0002636i,0.026854+0.00010091i,-0.032375-0.00013479i,0.022079+2.3169e-05i,-0.010538-0.00010148i,-0.016235+2.1191e-05i,-0.017206+0.00013436i,0.044658+2.757e-06i,0.00020314+7.6e-08i,0.0017159-1.387e-06i,0.00098678-9.98e-07i,-0.00098473-6.54e-07i,0.0007311+5.76e-07i,-0.00038543+1.44e-07i,-0.00049462-4.97e-07i,-0.00057281-3.21e-07i,0.0016346+2.62e-07i
0,50,-46.2,0,0,0,0.026774-9.835e-06i,0.033478-0.0001718i,0.030683+0.00011788i,-0.033976-0.00013668i,0.033848+1.5952e-05i,0.0011519+1.3285e-05i,-0.017164+2.2871e-05i,-0.017969+0.00014263i,0.047894+1.11e-06i,0.0008189-8.4e-08i,0.001117-9.59e-07i,0.0011269-9.78e-07i,-0.0010337-6.25e-07i,0.0011229+3.71e-07i,4.1358e-05+5.6e-08i,-0.000523-4.84e-07i,-0.0005984-2.67e-07i,0.0017531+2.11e-07i
